,id,content
10,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9UODP1x-idZ,@Mike Grayrat also the Tesla has panel gaps so big that you could slide through them and into the car.
11,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9UOCwd7WTMd,@Mike Grayrat a Tesla can’t brake for its own battery life.
12,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9UISo2ruA5s,Set up.
13,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9UFr8eS8zCt,@Mike Grayrat 130k for the build quality of a toy
14,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9UF-UkENtig,Of a* car. Even a Yugo is better than that scooter.
15,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9UAxCm4KNi1,Gazoline has been replaced by coal. Congratulations !
16,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TrOyJ-HMDc,"Incorrect. He was just being annoying, self serving and dangerous"
17,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TkLqE7if_9,"@Phoenix  𝙾𝚙𝚎𝚗 𝙼𝚢 PROFILE you mean a motorcycle that weighs so little and only delivers power to one wheel? You can't compare a car (which you might survive in Am 80mph crash) to dying on a notice street bike
- FORMER biker"
18,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TfxUwCLEWl,@Mike Grayrat one of those spec sheets are made up
19,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TLwR9jnCwk,@Mike Grayrat S T A T S lol. It is not only stats in the brochure what makes up a car. Ballista is over priced trash? More like S plaid's platform is trash. It can't even hope to touch Ballista on a race track.
20,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TJP-GOpnid,"He was probably Italian based on the gestures, and he just smelled the Italian design."
21,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TJL0YB7yZT,@Mike Grayrat WOW VeRy CoOl
22,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TJGK2CpExQ,"@Harbir Singh something that I really don't like. 
I will be happy when tesla roadster 2.0 comes to the market and smash all this wannabe hypercars with some real performance rather than carbon this and leather that. 
The same reason why I love viper, Camero zle, corvette c7 zr1, and  Porsche gt3. Even though porche is costly it delivers"
23,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TIcGs5uNnc,"@Mike Grayrat check out the carbon fibre on and inside that thing. Carbon fibre is expensive. Plus every single material on this thing is many times the cost of materials of a regular consumer car. That's hyper car for you. 

Also, in that market your manufacturing is not as automated as Tesla's is, which increases the cost. Not as many cars are produced, so each car needs to be much more expensive to make profit. Add to that the brand cost. Brand is what counts when you enter the ultra luxury market. 

And that's how you get a price in millions."
24,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TI_iTNKa7e,@Mike Grayrat okay mike
25,UgxafxitLHMSIyIFcg14AaABAg.9TGnAhhnhxk9TIQf3BAnHU,"Not ganna lie to u the stats are pretty much identical to the new tesla and at 131,000$ and hose 0 to 60 in 2 seconds and has 390 mile and has more room so this super car I simply don't care about its over priced trash"
26,UgxT5qEJMpnRliPRHZh4AaABAg,That’s officially the best looking EV I’ve ever seen.
27,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9XKeXq4otcQ,"Exactly

It doesn't have the usual electric car stupid design choices like funny looking wheels or blocked air ducts lol

Why is it so important to make electric cars look different and uglier lol

Look at the electric hummer too.  Ugliest car I've ever seen with all the rounded body parts"
28,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9WXtWRBtLh0,@Oliver Smiddy this one looks better. Italian style
29,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9VBM7dKPT3N,@Ryuk used to. Pininfarina dont design Ferrari anymore. They got they own design studio but these days ones dont know. Its still Ferrari but it does not had charming as it used to be for decades.
30,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9UzHsb7W8Ok,I know taste is very individual but I'm just not seeing anything special in this car. It looks like a car from a videogame where they don't have the license for actual manufacturers so they just make their own versions.
31,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9UgmkN8CRUX,@Steven Lewis leaf is on another level 😈
32,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9Ub7Q_Mjkwy,Aspark Owl... thank me later
33,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9UQDSljiflK,"It does look stunning. But, if we're talking purely looks, my favourite remains the Concept_one."
34,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9U75OCO0OPe,You need to see vazirani shul
35,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9TzcPM00B6t,These guys design Ferraris
36,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9ToSTSRMEaU,@Ben Sykes thank you 😊
37,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9ToOGfEOffW,"@Steven Lewis Perhaps the best comment so far. Well done Steven, 10 out of 10 would recommend."
38,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9TnAsbx5slR,You obviously haven’t seen the new Leaf?
39,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9Tm1tQoDaXf,@Ben Sykes Evija looks like koenigsegg ccx on electric steroids. It look old and weird.
40,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9TggPdeNidn,"@Oliver Smiddy The Evija and the one in this vid (idk hot to spell it) are too different the Evija looks like something from the future that can hover and is also a modern sculpture, this one is more conventional, but also better looking than a lot of other super cars nowadays."
41,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9TXCvX1ODx-,Pininfarina did well with this automobile. Lotus knocked it out the park with the Evija.
42,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9TVbaWOddA_,"made by pininfarina, it should be good looking"
43,UgxT5qEJMpnRliPRHZh4AaABAg.9TOpeQDgPIZ9TTroc4g7zU,You need to take a look at an Evija then. They are stunning.
44,UgyGIR4g4YGrmJsPg994AaABAg,"I really miss the days when a Top Gear presenter told you about the sound it made, then actually shut their pie-hole for more than a nanosecond to let us hear it…."
45,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9cRVBCV3wiZ,"Which is why I prefer Jeremy, James, and Richard over the new guys because they respect the noises the cars make and then compare it to something."
46,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9c8RIjYQ4F_,"That’s exactly what i would comment, are you reading my mind? Really the first comment predicted me"
47,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9c067G_tESH,theres nothing to hear...
48,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9btqBn-wX9_,I thought I was tripping 😂 had to check the comments and the first one says it all😭
49,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9bcEi40g3oP,because there is no sound lol
50,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9a0gIFCQGri,"@BONGOPRO ,22²²²"
51,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9_HcGuvt6KB,If only You tube would allow me to give a comment several likes....yours would have had them all.
52,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9ZzN1JenrJ1,Dude yes...I was waiting and waiting for him to shut his trap. Even turned up the audio to hear his nonsensical rambling 😫
53,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9XFf-zjosV-,Stop complaining or why are you here to see this...
54,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9WqrzToiNTa,"Couldn't have said it better, plus, Jeremy was something else, even when he didnt shut up, people wouldnt care yk? Such an entertainer"
55,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9WbH80781fv,yeah was looking for this comment and im happy that ur at the top
56,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9VmmXizUNh3,@Marvin Heemeyer yep mate.. sadly wont be the same anymore.They literally shot a bullet in their foot but if thats a consolation man you should try harris review of the vulcan though
57,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9UZmnHSmv88,"This is top gear, i didn't even noticed 
Though that this was a random youtuber"
58,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9UISrYO4G81,Hello darkness my old friend ….
59,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9U26baX07ZL,blame the editor for that not the presenter. im sure there was more than enough footage of him silently driving but editor filled with talking parts
60,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9TzPSEYSZg-,"@BONGOPRO the cars exterior is designed in a way that it produce a sound at highspeed with the help of wind.
It's shown in donet media"
61,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9ThevzUTxkV,"NOBODY will ever be as great as the original 3 wise men, the holy trinity of car enthusiasts."
62,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9TbRLpNcFgh,What sound ? The only sound I can tolerate is my electric shaver but on cars 🤔 no
63,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9Ta-U995dy3,Yes! I was annoyed too.
64,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9TYUKZAsO6E,"Yea, they could have at least let us hear the speaker sound for a second."
65,UgyGIR4g4YGrmJsPg994AaABAg.9TP4pp20HCF9TXiLS2qeLJ,"I know right, he honestly wouldn’t stfu"
66,Ugx7TQNrbw0hZL4v9J54AaABAg,Much love to the guy on the scooter for that priceless level of appreciation.
67,Ugx7TQNrbw0hZL4v9J54AaABAg.9XISHR7Vja59aIxO5lfkVu,meh dude was a smudge of dirt in the screen his irrelevant in the subject
68,Ugw-vKyX6zApkCVF7Rl4AaABAg,Looks amazing! With a proper engine it would be a dreamcar👍🏻
69,Ugw-vKyX6zApkCVF7Rl4AaABAg.9Y5Zrd7uFDP9bTP_S5oECV,nah an engine would ruin it
70,UgxWSwRFsuhN4aL08jd4AaABAg,What I enjoyed the most was the look of this car. It is gorgeous.
71,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9XKeBu4Zcoi,"@JOE BI-DOME just realizing that actually

The designers over there really don't make a lot of wild designs like Lamborghini or mercedes"
72,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9VwKAkZ2Dec,@Gabriel Okumu I know what you mean. Like a beautiful woman 👩. (: 🤤
73,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9VwK2EVBxTL,@Young Renzel Ouch 😣 😓 🤕
74,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9VwJz34SzWi,@Austimo 3000 Yes they do and thankfully so. (:
75,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9VwJvcVUWCV,@Haramberino Kripperino LOL 😂
76,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9VpzbipmUS5,@Terabit tell that it rimac
77,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9UULw91jX3A,@Terabit i agree ong but it looks cool
78,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9UTpy3_YWEm,It's a 2.5million BULLSHIT! No sound no gears. Overweighted (due to the bullshit batteries). Many cons!
79,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TjdACXRgk2,"Leave it to Italians to build cars beautiful enough to make you drool, damn!!"
80,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TjYyKBPIok,@KW gas needs to change. We need more electric cars the climate is slowly getting fucked up
81,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TSOutNzt9c,@Young Renzel yes and? like you can afford it..
82,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TOw4Z19RcL,65% Rimac Nevera.
83,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TO5Cw93Tnk,@KW So?
84,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TMaNSt-giz,"@Austimo 3000 didn’t know that, but I thought they were copying ferrari, it looked too much like one"
85,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TLljwWWjKY,@Voloder Hadžimuratsefimović it special that you can't afford it.
86,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TLddV8DEtG,literally nothing special
87,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TJRA5YU5IZ,"@Austimo 3000 I'm aware thats why im not exactly fond of some of their projects, sometimes it reminds me of a rimac under a ferrari body shell"
88,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TIVTT7Wh7u,@JOE BI-DOME Ferrari works with Pininfarina for many of their own designs....
89,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TIGfJtrOAk,Electric is not my cup of tea but it is a good looking car.
90,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9THqqnrVi4P,@KW stupid gas car… they ruined the horses we used to go anywhere
91,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9THj-tD6u5k,Same here
92,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9THQRnG93a1,It really is 😍 so stunning
93,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9THOI7Pl6Vk,@JOE BI-DOME  It's not a rip off of anything. It's in its own class of beauty.
94,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9THNHBxkh2B,mehhh its pretty much a rip off of a 488 pista
95,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9THKr6J8kJ1,It’s electric.. ruins all of it
96,UgxWSwRFsuhN4aL08jd4AaABAg.9TGD1okEO5T9TGd-2-Rk82,So true
97,Ugzx_dNJs6EETK7ynVx4AaABAg,"amazing car! great review, you guys do an excellent job!!!"
98,UgwtikCSlkqTzOPiTFt4AaABAg,Totally impressed with the look of that beautiful machine 😍
99,Ugy4m75YowIQUeGXdaZ4AaABAg,But you just know that some clown will ram it with a shopping trolley in the Tescos car park right?
100,Ugy4m75YowIQUeGXdaZ4AaABAg.9TVyGfsUYMd9VDIabqGZDn,@MagBus You're right... they'd probably go to Aldi.  Many billionaires become billionaires by being very careful how they spend their money 😀
101,Ugy4m75YowIQUeGXdaZ4AaABAg.9TVyGfsUYMd9VCX2K9c--x,Imagine a billionaire go to Tesco 🤣
102,Ugy4m75YowIQUeGXdaZ4AaABAg.9TVyGfsUYMd9Ui82WFytxs,i think with a $2m car - you probably shop at waitrose ;)
103,Ugy4m75YowIQUeGXdaZ4AaABAg.9TVyGfsUYMd9UfUYy4UvYf,"I think billionaires never visit supermarkets in person. Their groceries and grog are delivered and converted into meals by minions. If they ever go shopping themselves they either rideshare, park by valet or slum it in the Range Rover to the Armani, Vuitton, Rolex or Breitling boutique."
104,Ugy4m75YowIQUeGXdaZ4AaABAg.9TVyGfsUYMd9UCLgahg-wk,@xjet they don't go
105,Ugy4m75YowIQUeGXdaZ4AaABAg.9TVyGfsUYMd9TW0U6xjO3h,@jimmyhayers What?  You thunk billionaires should walk to the supermarket? 😀
106,Ugy4m75YowIQUeGXdaZ4AaABAg.9TVyGfsUYMd9TW07eRWgMb,Who is using a 2 million quid hypercar to drive to Tesco?
107,UgzxliCezpz96nPYezJ4AaABAg,"The design is beautiful in a subtle way, absolutely love it. But those wheels seem sooooo aftermarket cheap."
108,Ugz3ZDpDrXWMZPENjzx4AaABAg,It’s a Rimac wearing a different suit & I applaud coach building returning 👍👏👏👏
109,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49cHYyUn88T-,Liked 💯👍
110,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49bKWpI9MpUS,It's a Rimac with a Ferrari body
111,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49XKdiU7lrXB,"@alfrredd exactly lol

Rimac needs to hire a designer from the UK or Germany"
112,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49X6vKJAuUjS,They are using the powertrain on license but everything else is different. The electric motor is also different.
113,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49WsCS3MKQgy,Nothing will really matter when the roadster hits the streets at a fraction of the cost.
114,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49WsCJ0UCQO-,Hopefully it's a better Rimac than the Porsche Taycan Turbo S is.
115,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49WSds40Q7Rd,@sanidsicu ‘slightly’ being the operative word. Still ugly AF.
116,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49WSdfNiZVGG,Yeah but unfortunately it still looks shit.
117,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49VkE-YnhWZ-,"@enigmaPL Because you're DEFINITELY not an engineer? You don't understand engineering principles and have next to no knowledge about basic and age old automotive realities? So, show yourself to the door."
118,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49VkD7X8ySN7,​@Pininfarina X  You clearly don't understand what* I wrote. Why bother replying to me?
119,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49VjndxaJziZ,@enigmaPL No the word has a specific meaning based in engineering reality? You're not an engineer right?
120,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49VjnXUu7ROG,"@hagestad So Bugatti use a  Volkswagen therefore German  W16 engine, an English manufactured DCT and Swedish four wheel drive system and is put into production in France but Ettore Bugatti was born in Italy and they've been effectively sold off to the Croatians?

So?"
121,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49VZiM-GJ1Ut,"…. Or the opposite… pininfarina has the experience in building super cars, rimac not it’s just a component producer. And they developed the project rimac and pininfarina together 😉"
122,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49UStPAY9wIf,its rimac rebranded by Mahindra  so what is up with Pininfarina name?
123,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TrqepRgPJU,"""Coachbuilt"" is just a fancy word for having the same thing underneath, with a different body... 
Oooh how exciting.... /sarcasm
Why would you be happy with such boring uniformity where it matters?"
124,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49Tlc7hSE40a,So it's a Nevera only not ugly as sin? Cool. Got it.
125,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TiV01SGIIc,"@Allen Kemmett jesus..the Gs would be more for sure but in one very soon ( in month ) the fastest production car in the world will going to reveal and yes , is way more quicker than nevera and every tuatara, bolide , jesko and hypercars like this... Wait for it , its called "" Chaos spyros panopoulos automotive"" its designated to break every world record"
126,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49ThyYiI4QdT,@Mind creator imagine if rimac used tesla superior motor/battery.. even faster.
127,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TUXYBZWZR3,"@MC20 they didn't have that particular technology so they bought chunks of Rimac. 

 Mahindra simply had another goal: finishing the car. They were not interested in acquiring the technology. 

 So, neither Germans, Chinese, Koreans and Indians were not capable at making sub 2 sec car in 2020. Happy now?"
128,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TSk_el8OvW,"@Warcraft Combat everyone has their own taste, and for me the Nevera is crap. That’s it. World is beautiful cause it’s different. Lots of people agreed with me when I said “ugly is the right word”. Just my opinion."
129,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TSiwzdiwG8,Only way  these hypercars  will be quick in corners is to have detachable front and rear pikes peak wing because  the weight will make it go slower than p1 gtr lm in corners
130,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TShwYz3L5L,I approve  of  the  aero design on this more than rimac as far as nurburgring lap times are concerned
131,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TSfYNYczBW,"@Spirit01 • 67 years ago I just want to say something, yes, everyone has their opinion, but please don’t be that “toxic”, yes, both Battista and Nevera are good in their own ways, (styling, performance etc.)"
132,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TSd9GR03YU,@Spirit01 • 67 years ago I did :)
133,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TScR6BzHiE,"@Warcraft Combat yeah today people like to teach strangers on YouTube. I mean you don’t even know me, what u want from me? Teach your kids, not strangers on YT."
134,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TSahLEZoOV,@Spirit01 • 67 years ago someone is mad today
135,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TS9f-XY9xu,"Maybe its important to say that rimac is more a electric car parts supplier then a car builder .. so everything good here 🤷🏼‍♂️ pininfarina just choose the best material for there e car .. rimac parts like batterys are in much more other electric cars so that doesnt mean they are all rimacs in other suits ! Rimac himself answered the question why does he not build e cars for the mass this way :  i do not want to be competition for my customers.  The nevera was his dream from the beginning, everything began with the idear of building a hypercar but rimacs mainjob is to build parts for e cars and sell them. So, pininfarina is just a customer. Surely a special one 😂😉 and that will be the reason why this „nevera in a other suit“ is a lil bit slower and got less capacity then the rimac 😉"
136,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TNexOnEaei,"@BTICronox Yap, you're right about that."
137,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TN6url9x43,So many people have SO much money now…it’s fueling the return of coach built cars.
138,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TN59x3daQ3,Pinin dragged the Rimac into an Italian suit boutique and straightened things out.. thank goodness!
139,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TM_7ZNPeAf,"@HH Hydra I like Rimac and Battista, they look good."
140,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TK26dykl8t,"@sanidsicu I know that you’re saying lots of bs! And you’re also convinced of the stuff you’re saying! Really impressive! There’s nothing I can write to let you understand what I mean, cause looks like you know everything already! Indian Indian Indian… everything Indian! Shut up please! My ears are bleeding! “Each car will be hand-built at the dedicated Pininfarina facility located in Cambiano, Italy. 40 percent of the car's production was already reserved before the car's introduction.” And “Battista will share about 40% with the Nevera”"
141,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TK0QXYhHuf,"@Spirit01 • 67 years ago  Yeah Ferrari, Lamborghini blah blah. But owner of Pinnifarina is Indian Mahindra, not some Italian car- tech company.. And they simply do not have know- how for such task. Maybe know how to make some low- tech stuff like car seats mentioned above, but power train, inverters, advanced battery modules.. not so. 

 That 40% story is Indian lie, and you know it."
142,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TJT7p0Ikjk,No.
143,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TIqncXmwg1,@Mario I/O Rimac is much more beautiful than Liella right?
144,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TI_kCeAm7T,"@David Ilić educate me? No thanks, you aren’t my parents. Ignorant? Not as ignorant as who will spend 2 million dollars for a Rimac! Educate your kids, not strangers on YouTube folks!!! Let people live their life, we don’t think the same about everything! People today is so funny!!!"
145,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TIXW1O8soH,It's a Rimac but beautiful.
146,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TIQ1eOfx-y,@Spirit01 • 67 years ago nope. I am damar fadlan from Indonesia.
147,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49THvoUk5RSk,A Ferrari suit
148,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49THvgdKDRoH,"@Spirit01 • 67 years ago calling others ""fanboy"" just because they don't fit your personal opinion makes yourself look like a fanboy though...

Think about the Rimac what you want, but at the moment, it's the most advanced BEV on the market. Biggest battery (120kWh), most powerful cooling system, fastest charging (up to 500kW peak and 265kW average 0-80% according to the spec sheet), among the most powerful motors, highest top speed so far, autonomous capabilities etc. - technically, the Nevera is top notch."
149,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49THs21EO1J_,"@BTICronox “fanboy” cause I don’t like Rimac at all… it’s just me, but I don’t like it. Personal opinion. For me it isn’t a car, it’s just a no sense 2 million Euros RC car. Nothing more. Personal opinion of course"
150,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49THqWmlBXXj,@Spirit01 • 67 years ago no rimac did all the engineering
151,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49THqS9aFJUo,That's what it is exactly
152,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49TH_wEpEX7C,"@Spirit01 • 67 years ago Pinnifarina bought 150 cars from Rimac Automobili last year. Whole technology in this car is from Rimac, only outer design is Italian. Sightly better, though"
153,Ugz3ZDpDrXWMZPENjzx4AaABAg.9TFBctWMWX49THVh0mK9vP,"@Spirit01 • 67 years ago what the fuck?

If Pininfarina could charge the car faster, they surely would. Since that's mainly dependent on the battery chemistry and size, it's debatable that they're the same. How is that ""fanboy"" in ANY way?"
