,id,content
14,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9V9duFtl_sZ,@David Miatke What do you mean?
15,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9URi0f-Hylx,From the outside it's a yiked
16,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9TFFzBPBwB-,"pagani is an art itself man , but..........after mclaren p1 😁"
17,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9REEsBDCjxV,Instablaster.
18,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9OJ9FviBIEn,"The inside of this car resembles beautiful clockmaker's art: Every little detail meticulously perfected- from the tactile clicking of buttons and levers, to the beautiful exposé of the underlying mechanisms. But I'd tell you: If I was one of the few fortunate enough to be able to indulge in cars like this, you best believe that it stays under a cover so I don't have to be victim to its abhorrent exterior"
19,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9Lwa3Y1DzqZ,@Mauri Santo a bug 🤣🤣🤣🤣
20,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9KJku351IJ-,"@нико Leave it. Paganis are unique in design,similar to TVR-s. Buggatis are the fastest bunch but look like bugs to a certain degree"
21,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9KJkfPc-X6b,@Doughnuts You mean BC?
22,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9JSCWilL1qt,"@If you reply to me you're gay Don't base my taste on cars on your stupid opinion, I like Bugattis as much as I like Paganis, Ferraris, Lambos and basically every other car"
23,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9JSC5Zt17Zw,@нико You got such a bad taste lmfao
24,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9JSAcWYK9b0,"@нико Paganis interior looks like vomit of a robot, full of cheap tacky buttons, I sometimes wonder did Horacio hired the Chinese to build the ugly interior, not to mention they have a mercedes engine in a hypercar, overpriced piece of garbage 😂"
25,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9JS9iAYkGQk,"@If you reply to me you're gay Well Bugattis look like bugs as well, a big fat bug"
26,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9HPoNmQF3db,"@If you reply to me you're gay people value things differently. You want bang for buck on performance, buy GTRs and mod them to 100000 hp. 
Prices don't mean a lot to the occasional multi millionaire/billionaire. 
Pagani's aren't about speed or times, It's like MV Agusta in the motorcycle world. It's like buying art you can use ocassionally, unlike a GTR, which is common."
27,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9HCi40X1AG7,"@If you reply to me you're gay  A car like that is not only about speed, it is about occasion, makes you feel soecial, driving pleasure, they could make a car that is the fastest and easiest to drive with awd and double clutch and all driver aids but the fun is sucked out, thats what i love about this car it's raw passion for driving, old school style, not for everyone who can't handle it and would prefer a chiron which is as easy to drive as a golf"
28,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9Gdlndwx4XN,@If you reply to me you're gay And I don't fucking care
29,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9Gdk428W6_X,"@TheEedjit yeah also they are overpriced piece of garbage, type ""Pagani drag races"" on YouTube and see how million dollars Pagani loses to low end supercars 😂"
30,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9GdfALO3Y9_,"@If you reply to me you're gay Yeah im not a fan of it either, Paganis all look the same to me, a little shaved off here and there but its essentially the same body as the Zonda which is hideous."
31,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9GcphVcJqrI,"@זה סודי yes it is ugly indeed, very ugly."
32,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9ElmPn-IWcq,No my favorite is Citroën c4 picasso
33,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9DIylS6io-I,"Do you know the idiots who call this masterpiece ""ugly""?"
34,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9DHeC5qAA0p,"I get confused on why some people say this car is ugly (the Version that didnt have the lip on the front bumper), even without the Lip i think it looks Amazing"
35,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9D79YHkkSOp,@J Fernandez Yep
36,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9D6r55kZiyP,David Miatke is that a joke?
37,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9C0NKp4OJ_0,"No way, the Dasia Sundero blows it away."
38,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9BSXRUcKqdH,Mauri Santo nah in a different spec it looks amazing
39,UggUfsVfhSXUzXgCoAEC.7-H0Z7-1ceS9B4rUGdLgZA,Inside yes outside no it looks like a damn bug
40,UgjE5Qn3I3cSGXgCoAEC,"Ill admit, this car actually stands out. The modern Lambos look like they way you'd expect. Ferraris are in the same boat. Aston Martons haven't really changed much over the years, even the Veyron looks like an R8 whos ass got too big because it ate too many chocolates. THIS is a unique design inside and out. This doesn't make you go ""Oh cool. Look at the! A (insert Supercar name here)... but this makes you go ""Holy shit what the hell is THAT!?"""
41,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9b6JQFElBeG,Nothing wrong with Lamborghinis.
42,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9Zee26odmTf,@Aegys TierOne hi bro. Ready for Mandalika this week?
43,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9SrFmV3NjfW,@Star Trucker i bet the Huayra has more power than LM55 MAZDA.
44,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9SrFePT4kxM,@Kristen Sandaas the car looked like the Veyron albeit with slightly down on power...
45,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9SOtTepTroc,"At least Aston Martin started making insane track cars like the Vulcans, Valkyries etc. that is simply a beauty unlike any others."
46,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9GbfeoqRnGd,"@Dracula 174836 Italian cars are the best looking and the most performing cars. Ferrari is the most successful team in F1 history, Alfa Romeo was the first team to win in F1 and Lancia is the most successful team in Rally history"
47,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9Fw1ZOzfZOu,Italian cars are just beautiful.Now Maserati is back w the mc20.
48,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9CNDQWDufJD,Bugatti is like a baguette with chocolate in it.
49,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9BdqSC3EzUA,Next time don’t swear and true the veyron is a THICC R8 XD
50,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx9AYmSXu5IuH,I totally agree...but lambos still have a lot of style 😀🤤
51,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx967954Stw5H,"Funny, how 5 years old comment was still relevant with all brand manufactures. Pagani is something special."
52,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx95VdC7Qw_Dw,Isn't that a konisegg?
53,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx94R81MAlVB9,"And that interior. 

Designers are now hard because of how good it looks."
54,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx93Ur_aZj8Ye,"M TO THA G messemae is a kickass name for a car, my man!"
55,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx937MK9D4x32,It looks like a praying mantis very cool but eats your head after you drive it
56,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8z0GrcV3fYO,Too many cylinders*
57,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8ycP72Kchew,What about koenigsegg
58,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8xsavp8f3nZ,insert
59,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8qP3npyYGMr,"bowlofarthritus mostly agree with this but the new lomborghinis are very unique like they used to be as well.Of course,not pagani levels of unique but they are very cool as well.Also the interior of the huayra is the most beautiful thing i have ever seen"
60,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8gpP4caoHFk,B Q Clookson lol I tried doing it in a Clarksony way. It fits lol
61,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8ecxQn-N7vv,bowlofarthritus yes and no
62,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8_kWvZ30Tm5,True
63,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8YnXlrrCAlc,500th like
64,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8WzTtrNxXNw,bowlofarthritus the back looks like a zenvo (the lights) and the front looks lambo-ish from the side with that grill.
65,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8Ul2fdaQIRq,Noah Falzarano well then the r8 is a deflated veyron
66,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx8Q8o0rdwwA2,"bowlofarthritus What do you mean ""I'll admit""? The rest of your comment had nothing to say against the car, so what do you mean? Are you just trying to be like Clarkson? At least do it in the right context"
67,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx871R2j9_Ggw,+bowlofarthritus R8 came after the Veyron
68,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx799n08qLbaE,"+bowlofarthritus you better consider a new bugatti vision now, totally changed"
69,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx78oOKzirjCB,Koenigsegg?
70,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx78MYvo6YgJD,+TheEliteSquirrel I don't think that the agera R's looks will age well though
71,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx78MYj0tiIlV,"+VAN1SH1NG AC7 not really, no"
72,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx77PvcIL2VKG,Italian much?
73,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx76QqubiuJSK,The McLaren P1 and Koenigsegg Agera R are both beautiful.
74,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx75Xtl7kqK9Z,Looks like a relaunched zonda to me... :/
75,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx75AkjO2gDxw,@jkflipflop98 The fun thing about that is that the VandeGraaffgenerator is actually invented by my ancestors. There are many van de Graaff families in Holland but my ancestor invented it.
76,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx7595QtpAYhm,@kristenburnout1 I imagine a car going down the street flinging lightening bolts at parked vehicles and pedestrians.
77,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx70y3PD_j_qD,"@Thijs Messemaeckers Van de Graaff actually sounds like a cool car name though. ""The van de Graaff G6000"" for example... :P"
78,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx70U1IS48_LK,"@bowlofarthritus Ikr, I could never do something like that. My backname is Carl Johannes Messemaeckers van de Graaff, doesn't even fit on the school list. It's always written like this: Carl Johannes Messemae and then it stops because there is no room. How could someone ever say: ""wow, look at that Carl Johannes Messemaeckers van de Graaff GT-R"""
79,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx70N8Ecq2cqT,"I was just thinking, At least a third of what sells a car of THESE statures, at least, is the name. Pagani, Lamborghini, Ferrari, Saleen, Shelby....so forth and so on, are named after real people. Names that can actually roll of your tongue. You'll never see a car named ""The Andrew"" or ""The Samantha""....."
80,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx70L6fRACxTu,I totally agree with that lol
81,UgjE5Qn3I3cSGXgCoAEC.7-H0Z7-PsFx70EFk4exMAU,"In a good way though. A very, very good way."
82,UgyAcYaEBcyQsUVB1YN4AaABAg,Can't believe this review was 7 years ago. I've watched it a couple of times when it was released. Still one of the best hypercars imo.
83,UgwHTAStDhTSA4qGyRd4AaABAg,"This, the first ever variant, is the Huayra I like most!! 
No hideous front splitter, no BC spoiler, no unnecessarily matte interior, no unsightly vents and slits. 
This is pure, simple, and perfectly beautiful."
84,UghjSjGLas3arXgCoAEC,He looks like he can hardly see over the wheel
85,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J9R-KnAq1I-9,@Helipeek and that… he’s secretly american
86,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J9ObM6BHcNCC,@Helipeek All we know is he's called hamster
87,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J9OMmrFApkPn,Don't you dare diss Hammond. He's my pet.
88,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J9MCm3E4pK-6,Some say.......he has a leather covered booster seat
89,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J9FY2XMA5uO7,What is the name of those wheels.🤗
90,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J93Z09v9snw3,And those front flaps aren't any help
91,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J9-zb-EhQnjG,It's why hr crashes so much
92,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J8r8_YNsmT2x,He corners it good as well
93,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J8lbBtn2A7Ac,Goddamn Hamster
94,UghjSjGLas3arXgCoAEC.8KgXNxTq-6J8hh-63CNeaU,Using Hammond keeps the weight down.
95,UggdkmhLOWMQC3gCoAEC,"This car is a fusion of dreams, art and engineering, its an example of a ruthless pursuit for excellence, one may not like the end result, there is no accounting for taste but I assure you this car cannot be criticized regarding its integrity, there is nothing make do or facelift about it.  "
96,UggdkmhLOWMQC3gCoAEC.7-H0Z7-P-ti9KxF4aCYWK2,This is one of those cars that in 30 years will still look as amazing as it would if it were from 30 years in the past nowadays
97,UggdkmhLOWMQC3gCoAEC.7-H0Z7-P-ti8fqBZSFFTO5,reason43 gotta be honest that comment is pretty poetic 👌
98,UgzJyME0qA76FGNnkuh4AaABAg,I have the utmost respect for such delicate craftsmanship. The details are absolutely mental.
99,Ugi_uH8ATeUgongCoAEC,this is my all time favorite car. the expression on Richards face explains just how awesome this vehicle is. Horacio Pagani is a genius
100,UggknTk6qahr4HgCoAEC,"This thing is a century ahead of Veyron when it comes to styling, attention to detail, interior design and just overal package. Veyron or chiron maybe faster but both of those have sex appeal of a vw Beatle while Pagani is as good as it gets."
101,UggknTk6qahr4HgCoAEC.8JL73PLIo1S9RsHqoAivMv,"@Liam Ott I mean, I’d argue the most of the chicks in a beetle have been hit over the head with a crowbar."
102,UggknTk6qahr4HgCoAEC.8JL73PLIo1S9PBQS9NObBM,You don't exactly have millions to spend on a car to find out which one is better now do you
103,UggknTk6qahr4HgCoAEC.8JL73PLIo1S9LQkFgh4_oP,"@Joel Passarini I agree, Bugatti owners show they have serious cash but Pagani Huayra owners have serious cash and STYLE. 😎"
104,UggknTk6qahr4HgCoAEC.8JL73PLIo1S97nmyJSo3HE,Italian design bro
105,UggknTk6qahr4HgCoAEC.8JL73PLIo1S96orDk23W8P,Really?
106,UggknTk6qahr4HgCoAEC.8JL73PLIo1S95lse9uPqKi,Do you have any idea of the stature and sex appeal of a vw Beatle?
107,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8wk31cK1PHh,you would be surprised how much of a chick magnet the beetle is.
108,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8uyH3ThVhAL,"Definitely going to disagree, Veyron literally invented one of the most iconic looks, that doesn't just get handed to you...you create it."
109,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8u1NjR1OKt9,"Now if you want a sexy Bugatti 
 La voiture noire and enough"
110,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8sqepDFUhg5,"If only we could get a car designed by Pagani with the engine, transmission and suspension made by Koenigsegg"
111,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8ldkZc_nnwc,"Disagreed. You're comparing apples to bananas. Vayron and Chiron have a very different market. Their purpose is to go fast and do it with ease and comfort. And I dont know what you're smoking... Yes, the Vayron looks a bit dated and bulbous, but the Chiron is timeless. It will still look great in 30-50 years."
112,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8OsM-QWm5mk,"Jasko CR Dude.... it's idiotic to compare those cars... the veyron and the Chiron are cars that were made with a completely different purpose. With Veyron and the Chiron, the purpose was to see where the limits are, not to build a Sexy car or a race car. If you want a sexy, beautyful car, get an alfa romeo, if you like rali racing, you get a mitsubishi or subaru and so on... you can't compare every car with each other."
113,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8MrvNbBxk7X,Jasko CR besides you cannot drive veyron everyday it cost a lot and it's maintenance is sky high
114,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8Lz476v32W5,I agree. Horazzio has made a machine which will never die even after 200 years ♥
115,UggknTk6qahr4HgCoAEC.8JL73PLIo1S8Jw8CT361yL,"Well the Veyron only really exists as a proof of concept ""lets make a 1000bhp car"". This thing is a work of art."
116,Ugw-A9IjKtBAn9MZ6uh4AaABAg,I have to say I absolutely LOVE the interior of this car. Far far far more then the vast majority of pretty much any other out there. The dash is especially amazing.
117,UgxoCB36mEgGmfmV6Gh4AaABAg,"Never mind the car, just the cinematography, filming, presenting and Hammond is amazing. Brilliant to watch."
118,UggDrdHQYNtgw3gCoAEC,"Just imagine if Pagani and Koenigsegg were to collaborate and make a car together... The looks and quality of the Huayra, the power and speed of the Agera...
Hell, they wouldn't build a car, they'd build a spaceship..."
119,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9XthtL1jIe3,Price : more than you can afford 🤣
120,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9WiXPHEv70u,Could you imagine if Tesla and Koenigsegg made car together!
121,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9Vr9r8GjlAd,@Jason Enrico weight: lotus
122,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9TSZ7dU1tGY,@Jason Enrico I would legit cut my arm of for this
123,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9SrGQnrORPk,@Jason Enrico Quality; LoveLive Sunshine 2013.
124,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9S2ZMTS-hVI,@Austin Lucas god help existing lap times when the Jesko attack gets to stretch its legs
125,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9RluE0xVshN,@DreamBeatsBakery that's why they set the spa lap record on bad tires with the one:1 right?
126,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9Rlu4iHRTL6,@Kaptain Sal did you watch Chris Harris review it? Bc he said that it's a completely different than the veyron
127,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9QbWzIDFDxt,🤯
128,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9KFrcZCSali,"They won't build a spaceship.

What they'll build is a magnificent piece of mechanical art"
129,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9Jcm5Mbgae0,@Jason Enrico Price : Aeroplane
130,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9HPLtFxpXd3,And the handling of the pagani
131,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9GZMfeYQcm7,"All the features on this comment thread are great! Please though, regardless of who does the styling, the engine, the exhaust note, the stitching, etc, please let the quality control to ensure reliability is done by Toyota or Honda. All of the performance in the world doesn't matter if the car is in the workshop or sets fire to itself lol"
132,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9FfWkUJL4wZ,"They wouldn’t build a spaceship. They would build something beyond a space ship. Spaceships are so cliche. If you pay attention to what Hammond says about the design of this Huayra, it looks like a victorian’s idea of the 23rd century. It is a completely different idea to the mainstream idea of where cars and the future is headed. The Huayra is like beholding one of those abstract paintings in an art gallery. This is what happens when the imagination is allowed to run wild without being bound by dumb rigid rules."
133,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9FWqmsdL1-4,"@Hariz Nonis Rolls maybe, but Bentley is VAG garbage nowadays."
134,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9FBsVkTYueN,@Jason Enrico price toyota
135,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9F8YaacBBJZ,it'll be called Regera R Amg 😂
136,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9ElxQ19Ex3x,"Yea,,


using a good ol' Mercedes AMG. Lol, sling me a sexy Lambo V10 (actually built by Lambo) anyday over these frauds!"
137,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9Ehrw6QmikX,"@Jvson Anderson Track time?
That's what handling kicks"
138,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9EhnFiPgCo8,@MD CYF AMG GT R is very much a power car no? I mean the main draw is how raw and unsettling the power the AMG powertrain makes
139,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9EhmtpMIQmK,"@Jvson Anderson Not anymore
No BMW complete with a AMG GT R"
140,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9EgSFH3LS-P,For me I think koenigsegg is the god manufacturer of carbon fiber cars
141,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9EZRa1fjMCL,"The thing is Christian Koenigsegg is a genius and that's not an overstatement. He designed his own engine for Koenigsegg Gemera from ground up. It's 3 cylinders only and makes 600BHP. Did I mention it's camless engine? (yes, the engine is made by Koenigsegg sister company named FreeValve).
I love Pagani car designs and attention to detail is immense, but let's be clear: Koenigsegg is Koenigsegg and Pagani is Pagani. The collab wouldn't work. They are miles apart when it comes to technological advancement.
Och and can't wait for first road test of Jesko Absolut. That thing is gonna absolutely smash the speed record for normal production car."
142,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9EIF0dXaCQd,@Jason Enrico Handling: BMW
143,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9E4ziYJitcR,"@ITZ NEPPHEW Tesla are not supercars. They are prototypes released 10 years too early.
The infrastructure is not there for them yet.
If Tesla was serious they would invest seriously in the infrastructure but instead they chase headlines.
All of Elon Musk's companies are legitimately innovative but as profit making companies they are woeful long term.
They exist as Hype machines.
They hype the share price.
Don't get me wrong I thin Elon Musk is a genius but his aim it is to maximise his take home not to maximise mankind's benefit.
Luv and Peace."
144,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9E4z-ER4OCq,"@Unreal's Dream I do love the V10 Yowl. There's no better engine sound IMHO.
Luv and Peace."
145,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9D8iKJGATC4,@Hariz Nonis they'll make it weigh as much as a literal spaceship
146,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9D1Qrbl0bbr,@Jason Enrico hotel: trivago
147,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs99i3ppH8yt_,"@space. No, Tech: Rimac"
148,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs995H4tBunAm,Eitan Frankowitz lol 😂 it looks like a whale 🐋
149,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs995F_gR-pBB,@kylejacox Oh boy. Don't talk until you've seen it in person.
150,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9954W_sRh3J,"Eitan Frankowitz no but compared to other cars I have not seen in person this is ugly. But I’m grateful for it, without the ugly cars we wouldn’t know of the beautiful cars."
151,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs994wUxCPjW5,@kylejacox Have you seen it in person? The sculpture is on a whole other level.
152,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs993us8t9C9C,Ugliest super car IMO
153,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs98e9dyECDEn,"@Jason Enrico Don't know how many Benz you've owned, but if you want cam position problems, chronic air suspension issues, blown turbos, and all around 4 matic issues - yep, use Benz."
154,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs98cfiLx_5nP,Mclaren f1 LM
155,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs987Ff-iLTsV,@Hariz Nonis Quality you do Porsche.
156,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs97xVhjxlFO9,That should happen that would be amazing
157,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs96E0TbNPWeG,Koenigsegg don't need Pagani lol
158,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs95wANBEH1jQ,True
159,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs95jWxhNAAD9,"design: pininfarina
electric moter:rimac
engine:ferrari
carbon:pagani
aerodynamics:porsche
quality:bugatti"
160,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs95Mu2U5oAsk,Now imagine both C.E.O use youtube and read this comment
161,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs93kZpB4Tlub,They basically already build spaceships
162,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs93Y73lLnvQM,"DreamBeatsBakery ha! Barely corner 😂 one :1 defo does corner and I bet u a one:1 would eat a pagani up, though I will admit that the pagani is probably better in the corners but not my the amount you say"
163,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs939nWpNd_3P,Keep the Koenigsegg people away from Pagani please Pagani build far superior cars to the rockets that are Koenigsegg and can barely corner.
164,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs92GC66R7b-_,"Funny, there's a GTA V brand that combines both, you can see how gorgeous it looks in the game. This comment is 5 years old but I'm pretty sure you've already heard the game during the time of this comment."
165,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs9287DbDmqrA,I prefer the looks of the koenigsegg
166,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs91UsyA9lhkF,Won't let me see the comments
167,UggDrdHQYNtgw3gCoAEC.7-H0Z7-1XQs90gLstXS8XJ,Hariz Nonis paganigsegg
