,id,content,content_clean,content_no_stopwords
856,UgzXygh_ScCHtaXEBEB4AaABAg,"That first customer wipes his butt easily with $800,000.
And makes sure he cleaned with another $50,000.","That first customer wipes his butt easily with 800000
And makes sure he cleaned with another 50000",That first customer wipes butt easily 800000 And makes sure cleaned another 50000
857,UgxA_NaTQ-C3cin8c4Z4AaABAg,This is called;  dream about something in a dream!,This is called  dream about something in a dream,This called dream something dream
858,UgwUdTyF7bIB5CKPNKt4AaABAg,Will it blend ?,Will it blend ,Will blend
859,Ugzxb0pVjZmwJR7OReN4AaABAg,Who had the original blue Bugatti poster 🙋‍♂️,Who had the original blue Bugatti poster 🙋‍♂️,Who original blue Bugatti poster 🙋‍♂️
860,UgwkOWfhrTpT4VIUmxJ4AaABAg,simply awestruck,simply awestruck,simply awestruck
861,UgwWbdkiTv55iCDE9yJ4AaABAg,If there ever was anything to show to aliens..this……this is what we should send,If there ever was anything to show to aliensthis……this is what we should send,If ever anything show aliensthis……this send
862,Ugy1yy7-RPyUJaAwL3Z4AaABAg,Congratulations and i thonk in next 10 or 11 years i will be buying one,Congratulations and i thonk in next 10 or 11 years i will be buying one,Congratulations thonk next 10 11 years buying one
863,UgyQwVVc4wQQRk0NIDx4AaABAg,It's looks like the offspring of a Veyron and a Cylon,Its looks like the offspring of a Veyron and a Cylon,Its looks like offspring Veyron Cylon
864,UgyIAqCQvd4WwTmZipl4AaABAg,😱😱👏👏,😱😱👏👏,😱😱👏👏
865,Ugxvwxqm-oOR77nji7F4AaABAg,So many better designs than this don’t know what the big deal is with these Buggatti’s,So many better designs than this don’t know what the big deal is with these Buggatti’s,So many better designs don’t know big deal Buggatti’s
866,Ugz3DACRqQjAH0LtRhN4AaABAg,"Still waiting for mine, lmk when it’s coming guys",Still waiting for mine lmk when it’s coming guys,Still waiting mine lmk it’s coming guys
867,Ugx_zXzC4q9Qt224szx4AaABAg,At the end of the day it's just a car dude trying to take life so serious,At the end of the day its just a car dude trying to take life so serious,At end day car dude trying take life serious
868,UgzZcjOlEykujLyyVUR4AaABAg,Big time Forza vibes,Big time Forza vibes,Big time Forza vibes
869,UgxzwPJb21aFks7WGyN4AaABAg,man this shit looks gorgeous,man this shit looks gorgeous,man shit looks gorgeous
870,Ugx_9auPZyxP_E-L6W14AaABAg,im more interested in the other car shown in this video. what is the name?,im more interested in the other car shown in this video what is the name,im interested car shown video name
871,UgziGTPtyJUGdhSvsTR4AaABAg,Maybe if everyone who watches this video sends me a dollar I can maybe buy one,Maybe if everyone who watches this video sends me a dollar I can maybe buy one,Maybe everyone watches video sends dollar I maybe buy one
872,UgwTZPpeXqllXWsERAZ4AaABAg,"ngl, the original looks more, original and i like it more, that said i like this chirion retro styling",ngl the original looks more original and i like it more that said i like this chirion retro styling,ngl original looks original like said like chirion retro styling
873,UgwUVhqd_iMHiFWf8hh4AaABAg,That GTA music makes this even more hype,That GTA music makes this even more hype,That GTA music makes even hype
874,UgxssQhpFXk9CjTYrIN4AaABAg,Just an artwork on wheels,Just an artwork on wheels,Just artwork wheels
875,UgwPLZSdQ9N_Gbo_SsR4AaABAg,EB 110 SS.  GOAT !!!!,EB 110 SS  GOAT ,EB 110 SS GOAT
876,Ugx08_tGBJMNdZoo6iB4AaABAg,I already purchased it today,I already purchased it today,I already purchased today
877,Ugx-kLcd_4VVa2XvjPp4AaABAg,can afford to make multi million dollar vehicle but can't use *60 fps* instead of cinematic fps... 😂,can afford to make multi million dollar vehicle but cant use 60 fps instead of cinematic fps 😂,afford make multi million dollar vehicle cant use 60 fps instead cinematic fps 😂
878,UgyM3WteZsT6-PwvOY94AaABAg,I see you guys sell electric scooters. Any videos on these directly from Bugatti?,I see you guys sell electric scooters Any videos on these directly from Bugatti,I see guys sell electric scooters Any videos directly Bugatti
879,UgyKbYgvVhuiW2ShF0N4AaABAg,Would have been cool to see painted rims. The chrome does not belong at all.,Would have been cool to see painted rims The chrome does not belong at all,Would cool see painted rims The chrome belong
880,Ugz5ffWhtO8bII8yHfV4AaABAg,Looks like a matchbox car.,Looks like a matchbox car,Looks like matchbox car
881,UgyGmGN7R4iBjY1CCu54AaABAg,You're basically kinda buying a chiron with different body kit,Youre basically kinda buying a chiron with different body kit,Youre basically kinda buying chiron different body kit
882,UgxTp-MPNVB3dglZ4NJ4AaABAg,No.1 of no.1 car brand,No1 of no1 car brand,No1 no1 car brand
883,UgyzDweJNBnmXtRuUKh4AaABAg,"Bugatti’s aren’t really my taste, but it’s cool to see one that doesn’t look necessarily, Bugatti.",Bugatti’s aren’t really my taste but it’s cool to see one that doesn’t look necessarily Bugatti,Bugatti’s aren’t really taste it’s cool see one doesn’t look necessarily Bugatti
884,UgzSOa6AGoj0F1musnN4AaABAg,"I hope they find a way to make that horseshoe grill more appealing, seems as though every bugatti iteration is built around that ugly design instead of the other way around.",I hope they find a way to make that horseshoe grill more appealing seems as though every bugatti iteration is built around that ugly design instead of the other way around,I hope find way make horseshoe grill appealing seems though every bugatti iteration built around ugly design instead way around
885,UgwFF7JPOwAtG07jvd94AaABAg,the old one is by far the show winner .... New car looks like hot wheels got design rights and it sucks ...,the old one is by far the show winner  New car looks like hot wheels got design rights and it sucks ,old one far show winner New car looks like hot wheels got design rights sucks
886,UgzupqYoGDNdb_PpYId4AaABAg,Idk Bugatti doesnt really seem like all that l. Just fast asf,Idk Bugatti doesnt really seem like all that l Just fast asf,Idk Bugatti doesnt really seem like l Just fast asf
887,UgzMJ2aqOoNhVNE9bmR4AaABAg,shoulda had it rippin some donuts,shoulda had it rippin some donuts,shoulda rippin donuts
888,UgzO8C8s2IHyXqw4ERF4AaABAg,Ronaldo on his way to get it ❤️❤️,Ronaldo on his way to get it ❤️❤️,Ronaldo way get ❤️❤️
889,UgyBHTSj1FhBLmbHc0R4AaABAg,Can we see a Bugatti SUV in future,Can we see a Bugatti SUV in future,Can see Bugatti SUV future
890,UgxwPTBRXCOa99kHIJ54AaABAg,I feel like I’ve seen that front end on a mask before,I feel like I’ve seen that front end on a mask before,I feel like I’ve seen front end mask
891,UgxJqD-rKVyhJF06VaZ4AaABAg,الله يرزقنا من خير ومتاع الدنيا والاخرة,الله يرزقنا من خير ومتاع الدنيا والاخرة,الله يرزقنا من خير ومتاع الدنيا والاخرة
892,Ugz9zNBssS2cp_CM45N4AaABAg,WTF MEN THATS SUPPER COOL CAN I GET ONE FOR ME?,WTF MEN THATS SUPPER COOL CAN I GET ONE FOR ME,WTF MEN THATS SUPPER COOL CAN I GET ONE FOR ME
893,UgzSkJnVzXal140m0S94AaABAg,Andrew tate seeing this like……I need another car,Andrew tate seeing this like……I need another car,Andrew tate seeing like……I need another car
894,Ugy0V2f7XVY0r7jsUz94AaABAg,Looks like a Matchbox car,Looks like a Matchbox car,Looks like Matchbox car
895,UgwaUQNPkX4hFZI_4q54AaABAg,should have gone bolder with the headlights. I don't like the 110 Headlights but those slits don't do it justice either,should have gone bolder with the headlights I dont like the 110 Headlights but those slits dont do it justice either,gone bolder headlights I dont like 110 Headlights slits dont justice either
896,Ugxz9q1CQTiU9ZwNbmd4AaABAg,someones been going donuts in the yard!!,someones been going donuts in the yard,someones going donuts yard
897,UgwjH8mlOvJtsM5EmVp4AaABAg,I still prefer the classic bugatti chiron silhouette,I still prefer the classic bugatti chiron silhouette,I still prefer classic bugatti chiron silhouette
898,UgxcejnSEcSZORWXNLl4AaABAg,"I’dd rather buy a tesla model 3 , no gas , smart , fast",I’dd rather buy a tesla model 3  no gas  smart  fast,I’dd rather buy tesla model 3 gas smart fast
899,UgxuocPbuIDAZ26mQLV4AaABAg,Looks like a Chiron 😏,Looks like a Chiron 😏,Looks like Chiron 😏
900,UgyuFcv0yk9HLjbixsF4AaABAg,"I had a hard time picking between the BUGATTI CENTODIECI and a competing model, but in the end I realized that I am broke AF. I bought ice cream instead.",I had a hard time picking between the BUGATTI CENTODIECI and a competing model but in the end I realized that I am broke AF I bought ice cream instead,I hard time picking BUGATTI CENTODIECI competing model end I realized I broke AF I bought ice cream instead
901,UgyuFcv0yk9HLjbixsF4AaABAg.9cW5YC8P9ye9cW6BToHF33,Thanks for watching🔝for more investment and mentorship information🖕Drop a msg directly.....,Thanks for watching🔝for more investment and mentorship information🖕Drop a msg directly,Thanks watching🔝for investment mentorship information🖕Drop msg directly
902,UgyIRkNOOf4LaAomv5p4AaABAg,i will buy it .,i will buy it ,buy
903,UgyqbmhVT9GMrGOtaOB4AaABAg,Awesome.,Awesome,Awesome
904,UgzKJamwOAxkBFi2t0d4AaABAg,"I guess every one of us who is watching this video, will never have a Bugatti of our own and I don't t even know why did I said this.",I guess every one of us who is watching this video will never have a Bugatti of our own and I dont t even know why did I said this,I guess every one us watching video never Bugatti I dont even know I said
905,UgzP8GD_kifAJSmpV1J4AaABAg,This entire car brand goes up on flames whenever Ford gets bored. I can't wait for the next ultimate aero to shit on these supercar makers.,This entire car brand goes up on flames whenever Ford gets bored I cant wait for the next ultimate aero to shit on these supercar makers,This entire car brand goes flames whenever Ford gets bored I cant wait next ultimate aero shit supercar makers
906,UgzOSH_lHwUFeIa89514AaABAg,First gate I would even consider buying,First gate I would even consider buying,First gate I would even consider buying
907,Ugwj7dzD2j59HDByMNV4AaABAg,Even employees stand like robots,Even employees stand like robots,Even employees stand like robots
908,UgxoZoBwzROgTSDSQbB4AaABAg,someday bugatii and bmw will have to change their legacy designs as they will run out of ideas😅,someday bugatii and bmw will have to change their legacy designs as they will run out of ideas😅,someday bugatii bmw change legacy designs run ideas😅
909,UgxZkh080UP6gnEH5Fl4AaABAg,Why did they remove the Ettore signature line.,Why did they remove the Ettore signature line,Why remove Ettore signature line
910,Ugy_Gd3znNFbpKwZaWN4AaABAg,wasn't the eb110 the car that drove like a dog until you got over 100mph,wasnt the eb110 the car that drove like a dog until you got over 100mph,wasnt eb110 car drove like dog got 100mph
911,Ugzj7aJqoW_KWFIAQ5d4AaABAg,I will buy this,I will buy this,I buy
912,UgwHSDYfUJghHmykE3h4AaABAg,Most prestigious brand on earth,Most prestigious brand on earth,Most prestigious brand earth
913,Ugx1NZvFpKAzZK6_WuB4AaABAg,Does someone actually own this car,Does someone actually own this car,Does someone actually car
914,UgxpjDMsP-1sN76_stR4AaABAg,Glad the first car is bugatti blue,Glad the first car is bugatti blue,Glad first car bugatti blue
915,UgxOadRfMuDDR16lIfp4AaABAg,🇮🇳❤,🇮🇳❤,🇮🇳❤
916,Ugwuek-r7EY-Z_0WXeB4AaABAg,"First customer obviously 
THE SEWYYY GUY 🤣🤣🤣","First customer obviously 
THE SEWYYY GUY 🤣🤣🤣",First customer obviously THE SEWYYY GUY 🤣🤣🤣
917,UgxZjMWZSTH1_4vcNMV4AaABAg,Imagine the next day Putin driving in it 😂😂,Imagine the next day Putin driving in it 😂😂,Imagine next day Putin driving 😂😂
918,UgyXmk8xMTqFUCsgP894AaABAg,"When you buy this car, the services are free, right? Because no one will be able to fix this card",When you buy this car the services are free right Because no one will be able to fix this card,When buy car services free right Because one able fix card
919,UgzDXXByymJdyWYjIVN4AaABAg,"""Sorry I forgot to bring a black shirt.""
""It is fine. Dont worry about it."" -dreadfull stare - ""Just stand in the back""","Sorry I forgot to bring a black shirt
It is fine Dont worry about it dreadfull stare  Just stand in the back",Sorry I forgot bring black shirt It fine Dont worry dreadfull stare Just stand back
920,UgzDXXByymJdyWYjIVN4AaABAg.9cV4vA1_V649cXiQ_HaO1H,"@CompleteCup7003 its funny that you have a million dollar car and they still cant stand in a ""V"" shape :D", its funny that you have a million dollar car and they still cant stand in a V shape D,funny million dollar car still cant stand V shape D
921,UgzDXXByymJdyWYjIVN4AaABAg.9cV4vA1_V649cX4-ASujT8,XD he’s lucky to still be in the video in the first place!!!,XD he’s lucky to still be in the video in the first place,XD he’s lucky still video first place
922,UgzAPmor6dDEE_sujax4AaABAg,BAM!!! Imagine if it was Andrew Tate,BAM Imagine if it was Andrew Tate,BAM Imagine Andrew Tate
923,UgyY6m_Z6_rYiVR32Kt4AaABAg,wouldnt pay a dime over 1 mil,wouldnt pay a dime over 1 mil,wouldnt pay dime 1 mil
924,UgzwDDK0D2iQhjTkqQp4AaABAg,It’s okay but would have been better if it was produced last year or the year before that,It’s okay but would have been better if it was produced last year or the year before that,It’s okay would better produced last year year
925,UgwicJ3EVr2uFVffD6V4AaABAg,Toujours au sommet j'aime beaucoup la musique marque bugatti ces la meilleur svp,Toujours au sommet jaime beaucoup la musique marque bugatti ces la meilleur svp,Toujours au sommet jaime beaucoup la musique marque bugatti ces la meilleur svp
926,UgyZDPffQntZRd3igdJ4AaABAg,Costliest bugatti ever made,Costliest bugatti ever made,Costliest bugatti ever made
927,Ugy9umIB2kW1F-BCTk94AaABAg,my bugattis in gta always been that color lol,my bugattis in gta always been that color lol,bugattis gta always color lol
928,UgwjEVk8flH6aEkvYI14AaABAg,"for the man that has ""little""
 (you know 🤣)","for the man that has little
 you know 🤣",man little know 🤣
929,Ugw6v6qNwka_0Ylt6P14AaABAg,"Obviously, it is spectacular but is anyone else kinda jaded by these ultra exclusive unobtainable cars that 99.99% of people will never see in person?",Obviously it is spectacular but is anyone else kinda jaded by these ultra exclusive unobtainable cars that 9999 of people will never see in person,Obviously spectacular anyone else kinda jaded ultra exclusive unobtainable cars 9999 people never see person
930,UgzbT3XeI5S3TaGSE3x4AaABAg,I know sir the Bugatti is so expensive but dream is my life sir please give me sir ♥️,I know sir the Bugatti is so expensive but dream is my life sir please give me sir ♥️,I know sir Bugatti expensive dream life sir please give sir ♥️
931,UgwU1qhV253Hng421ZN4AaABAg,"Grande Class,rien d’autre à dire.😈😈😈😈😈😈😈",Grande Classrien d’autre à dire😈😈😈😈😈😈😈,Grande Classrien d’autre à dire😈😈😈😈😈😈😈
932,UgwyNCf0FEKfGur7sD14AaABAg,Beautiful,Beautiful,Beautiful
933,UgyqExMZ1_ThMcWiGvd4AaABAg,"I'm flexible, I'll take the 2nd one.",Im flexible Ill take the 2nd one,Im flexible Ill take 2nd one
934,Ugyw-OaQxWWpaso01Ll4AaABAg,Does it drive?,Does it drive,Does drive
935,UgyPy6aHzh9SCRLcm214AaABAg,Legendary,Legendary,Legendary
936,UgwPQuaNfQYXEhxORmB4AaABAg,I still like the veyron and chiron more,I still like the veyron and chiron more,I still like veyron chiron
937,Ugy0XFRmzA0wKyHcKi14AaABAg,Look more lambo than previous Buggati,Look more lambo than previous Buggati,Look lambo previous Buggati
938,Ugwwce9PL26eV3D1a1F4AaABAg,So far my favrt is chiron,So far my favrt is chiron,So far favrt chiron
939,Ugz-Qy1XbkJe3O4oe314AaABAg,imagine the first customer was andrew tate,imagine the first customer was andrew tate,imagine first customer andrew tate
940,Ugz_K1jvVXIU8eUBKcd4AaABAg,what's sad is that %99.99 of the ppl who can afford this car....won't be able to drive it to anywhere near it's performance limits. just another accessory for the super rich. like a pair of fancy shoes.,whats sad is that 9999 of the ppl who can afford this carwont be able to drive it to anywhere near its performance limits just another accessory for the super rich like a pair of fancy shoes,whats sad 9999 ppl afford carwont able drive anywhere near performance limits another accessory super rich like pair fancy shoes
941,Ugyt2cmsMvH57mqCOZ94AaABAg,does it go fast?,does it go fast,go fast
942,UgzuQXglr2jHsJk4YEN4AaABAg,Sad for all the knowhow if this one is going to an eastern country...😭😭,Sad for all the knowhow if this one is going to an eastern country😭😭,Sad knowhow one going eastern country😭😭
943,UgxagTL7jsctW-VhUKR4AaABAg,my pc has to be listening to me.. i just said i will one day own a bugatti then this was recommended,my pc has to be listening to me i just said i will one day own a bugatti then this was recommended,pc listening said one day bugatti recommended
944,Ugzko9NlVaSC8nw_p_N4AaABAg,Only decent thing that comes out of France 😂,Only decent thing that comes out of France 😂,Only decent thing comes France 😂
945,Ugz2xAOEpQNXlDG9FF14AaABAg,And this guy is going to drive it for 30km and then put it into his garage and never touch it again.,And this guy is going to drive it for 30km and then put it into his garage and never touch it again,And guy going drive 30km put garage never touch
946,Ugym-hRtAzPzj_wAK3Z4AaABAg,0:29 PANEL GAP difference much!!!,029 PANEL GAP difference much,029 PANEL GAP difference much
947,Ugz4X52vgzm2ePyE3v14AaABAg,Should’ve had a v12 like the EB110,Should’ve had a v12 like the EB110,Should’ve v12 like EB110
948,UgxrcQvp7KHH34M0PCh4AaABAg,I'd rather have the EB110.,Id rather have the EB110,Id rather EB110
949,Ugy4eCvzHmacqo-Qqih4AaABAg,Bad decision! You should have delivered it to me. I would have given you the best pastries everyday for rest of your life!,Bad decision You should have delivered it to me I would have given you the best pastries everyday for rest of your life,Bad decision You delivered I would given best pastries everyday rest life
950,UgzHoBWS23yJG-lM3up4AaABAg,Bugatti :  Can you give me one for Free 😁,Bugatti   Can you give me one for Free 😁,Bugatti Can give one Free 😁
951,UgzzhaCGZOoZesRapud4AaABAg,"Dear Bugatti ,
I have a question
Why you put Chiron interiors in your every new car like Divo and then this centodieci","Dear Bugatti 
I have a question
Why you put Chiron interiors in your every new car like Divo and then this centodieci",Dear Bugatti I question Why put Chiron interiors every new car like Divo centodieci
952,UgzWl86mB8mqHison0d4AaABAg,what irritates me was the crooked line these dudes were standing in. And one guy wore the wrong color shirt. Cmon bugatti,what irritates me was the crooked line these dudes were standing in And one guy wore the wrong color shirt Cmon bugatti,irritates crooked line dudes standing And one guy wore wrong color shirt Cmon bugatti
953,UgyIPgzlROrIT6P2JY94AaABAg,I bet this ettore guy is just looking down smiling at this car,I bet this ettore guy is just looking down smiling at this car,I bet ettore guy looking smiling car
954,UgxGbyq-au7EMLxotDd4AaABAg,Felt like i was in the starting screen for gta 6,Felt like i was in the starting screen for gta 6,Felt like starting screen gta 6
955,UgzEsfbxABV3z_R3aRV4AaABAg,EB 110 is far more beautiful.,EB 110 is far more beautiful,EB 110 far beautiful
956,Ugwj-PqPUqphVdD5zjl4AaABAg,Neat has the Ferrari slsh lambo look from the side the old cool ones,Neat has the Ferrari slsh lambo look from the side the old cool ones,Neat Ferrari slsh lambo look side old cool ones
957,Ugz2uX6oljGYrLyRMRd4AaABAg,美術品の様だ,美術品の様だ,美術品の様だ
958,UgwHDu69_Z_Yqw54LTd4AaABAg,"Don't worry. It went to person that will never have you cross their mind. Someone who can hardly pay for baby food. Gas,  Bills, etc. But I am glad we are focused on this barely street legal car.",Dont worry It went to person that will never have you cross their mind Someone who can hardly pay for baby food Gas  Bills etc But I am glad we are focused on this barely street legal car,Dont worry It went person never cross mind Someone hardly pay baby food Gas Bills etc But I glad focused barely street legal car
959,UgyVj47_X-lpK-e1KHd4AaABAg,that estate looks legendary f the vehicle.,that estate looks legendary f the vehicle,estate looks legendary f vehicle
960,UgxbBY-pHa-DMKjzH2J4AaABAg,Maybe its just me bt im jus not a fan of this design and interior with the square patterns. Ciron looks much better atleast in my eye bt ur free to speak ur opinion,Maybe its just me bt im jus not a fan of this design and interior with the square patterns Ciron looks much better atleast in my eye bt ur free to speak ur opinion,Maybe bt im jus fan design interior square patterns Ciron looks much better atleast eye bt ur free speak ur opinion
961,UgzKkjVpKESrgJC6umh4AaABAg,"Besides the body, isn’t this identical to the Chiron?",Besides the body isn’t this identical to the Chiron,Besides body isn’t identical Chiron
962,Ugxg2XHHFffbr4bDJaJ4AaABAg,"Sorry, it looks like someone has taken a large dump from 1,000 ft in the air and when it landed it made that shape.",Sorry it looks like someone has taken a large dump from 1000 ft in the air and when it landed it made that shape,Sorry looks like someone taken large dump 1000 ft air landed made shape
963,UgzH4-fMD3q5CbNEabl4AaABAg,One more style to pollute this already hot world.. Kudos,One more style to pollute this already hot world Kudos,One style pollute already hot world Kudos
964,UgwXhQTF92hRf1Aey294AaABAg,The gran turismo song 👌🏻😍😍,The gran turismo song 👌🏻😍😍,The gran turismo song 👌🏻😍😍
965,UgwcOwDJYmWbaSZy3LR4AaABAg,And meanwhile the pictures on your Homepage still look like 800x600 quality from 2005,And meanwhile the pictures on your Homepage still look like 800x600 quality from 2005,And meanwhile pictures Homepage still look like 800x600 quality 2005
966,UgwgIcZ41LN8XIs1X_F4AaABAg,You just know the owner of this car has something to do with the fucking GAS PRICES.,You just know the owner of this car has something to do with the fucking GAS PRICES,You know owner car something fucking GAS PRICES
967,UgwrNWk1zbBM165e6gR4AaABAg,they made the Macaron from jailbreak in real life? Neat!,they made the Macaron from jailbreak in real life Neat,made Macaron jailbreak real life Neat
968,Ugwjh67gf9kBeyyMtVl4AaABAg,Breath taking.,Breath taking,Breath taking
969,Ugy3Ytj2ZJApabQx25R4AaABAg,I'm gonna need this but better 10X plz,Im gonna need this but better 10X plz,Im gonna need better 10X plz
970,UgxfBh3lPcfbgsGVq254AaABAg,Why can't you mass produce them and make them cheaper?,Why cant you mass produce them and make them cheaper,Why cant mass produce make cheaper
971,UgxGMbzLHvOpv8jSbS54AaABAg,Enjoy for us all!,Enjoy for us all,Enjoy us
972,Ugw9-kCLvcfz3lurf_94AaABAg,Rather have the eb110,Rather have the eb110,Rather eb110
973,UgznxKPKpSizP0s22IR4AaABAg,"CR7 isnt the first to buy Centodieci ? 
Who is first owner of Bugatti Centodeici?","CR7 isnt the first to buy Centodieci  
Who is first owner of Bugatti Centodeici",CR7 isnt first buy Centodieci Who first owner Bugatti Centodeici
974,UgxpMdmCm__y9pdGxLt4AaABAg,Nice volkswagen!,Nice volkswagen,Nice volkswagen
975,UgxdPG1qqxrQcOyo2KV4AaABAg,That Bugatti looks like a Lamborghini,That Bugatti looks like a Lamborghini,That Bugatti looks like Lamborghini
976,UgxBJr3pNEYkYufB-ip4AaABAg,"Bruh, I just had a nap and saw this… had to check I was awake… not because this is an amazing car, but because this stuff exists… like some rich dude gonna drive this thing around with his hot date, drop it off at some valet, enjoy dinner, drive back, and rest in his 4th home…

Meanwhile, this same amount of $$ could literally pay for dozens of poor/needing humans…

Bruhh, how much luxury/status do you need? Are these people not at all interested in others?","Bruh I just had a nap and saw this… had to check I was awake… not because this is an amazing car but because this stuff exists… like some rich dude gonna drive this thing around with his hot date drop it off at some valet enjoy dinner drive back and rest in his 4th home…

Meanwhile this same amount of  could literally pay for dozens of poorneeding humans…

Bruhh how much luxurystatus do you need Are these people not at all interested in others",Bruh I nap saw this… check I awake… amazing car stuff exists… like rich dude gonna drive thing around hot date drop valet enjoy dinner drive back rest 4th home… Meanwhile amount could literally pay dozens poorneeding humans… Bruhh much luxurystatus need Are people interested others
977,UgzGcShNCYJ7zi5EzFp4AaABAg,Дайте одну протестировать)),Дайте одну протестировать,Дайте одну протестировать
978,UgzGcShNCYJ7zi5EzFp4AaABAg.9cW4uBBZJuM9cW6RWQE9oP,Thanks for watching🔝for more investment and mentorship information🖕Drop a msg directly.....,Thanks for watching🔝for more investment and mentorship information🖕Drop a msg directly,Thanks watching🔝for investment mentorship information🖕Drop msg directly
979,UgysqzccL80yWeRgYAJ4AaABAg,The aerial shot of the aristocrats house at the beginning tells you all you need to know.,The aerial shot of the aristocrats house at the beginning tells you all you need to know,The aerial shot aristocrats house beginning tells need know
980,Ugw44USHC4f6-FN2e794AaABAg,Imagine being the only guy that didn’t get the memo 1:13,Imagine being the only guy that didn’t get the memo 113,Imagine guy didn’t get memo 113
981,UgzEVwWgPKLZTB6hlch4AaABAg,Tate should get this behgetti😂,Tate should get this behgetti😂,Tate get behgetti😂
982,UgzZWOe0ZsxPqGqpv3R4AaABAg,Also imagine Bugatti being so poor they have ads turned on lmao.,Also imagine Bugatti being so poor they have ads turned on lmao,Also imagine Bugatti poor ads turned lmao
983,UgyJr2n92igRonphOO54AaABAg,The chrome wheels are a turn off,The chrome wheels are a turn off,The chrome wheels turn
984,UgzmhiUjICAlCqvzdH94AaABAg,"Hanno realizzato la brutta copia di una leggenda.
É proprio vero che il mondo non ha più un senso.","Hanno realizzato la brutta copia di una leggenda
É proprio vero che il mondo non ha più un senso",Hanno realizzato la brutta copia di una leggenda É proprio vero che il mondo non ha più un senso
985,UgwW02bGj9OmvqOQ-MV4AaABAg,now let's see andrew tate asking the color of this bugatti,now lets see andrew tate asking the color of this bugatti,lets see andrew tate asking color bugatti
986,Ugx97Uzpy7pfWg2Aoyh4AaABAg,My fav one is Divo,My fav one is Divo,My fav one Divo
987,UgwwBzCp5DERvE5_KvF4AaABAg,looks good but is a scam as its limited to a laughably slow speed,looks good but is a scam as its limited to a laughably slow speed,looks good scam limited laughably slow speed
988,Ugxg9-QrSysJX4caGxF4AaABAg,Another fine automobile probably purchased and added to some private collection never to be driven or seen again.,Another fine automobile probably purchased and added to some private collection never to be driven or seen again,Another fine automobile probably purchased added private collection never driven seen
989,UgwXKbmBHRJabUL4nTF4AaABAg,Lotus Evora with a body kit.,Lotus Evora with a body kit,Lotus Evora body kit
990,Ugyy4btkuDqwDYT7VNJ4AaABAg,także wypad z autami na prąd,także wypad z autami na prąd,także wypad z autami na prąd
991,UgzNr1vBIu-dlr9Xtwp4AaABAg,I know the Eb110 is a old car but it still looks the dogs bollocks!,I know the Eb110 is a old car but it still looks the dogs bollocks,I know Eb110 old car still looks dogs bollocks
992,UgyXrvOZUQfYOOxnoph4AaABAg,"its the same car, different body kit",its the same car different body kit,car different body kit
993,Ugx9GxIl_E-if3GzyAp4AaABAg,Bugatti's look like dad bods,Bugattis look like dad bods,Bugattis look like dad bods
994,UgxF2Rx2wOMnlr--XL94AaABAg,a face only a mother could love,a face only a mother could love,face mother could love
995,Ugyh8qZJPYJ_37DXxKV4AaABAg,"Hi Bugatti, I think there's been a small mistake, because I don't see my house in this video.",Hi Bugatti I think theres been a small mistake because I dont see my house in this video,Hi Bugatti I think theres small mistake I dont see house video
996,UgwVDFQ6XzFPTQ_mlwJ4AaABAg,very cool car must me expensive,very cool car must me expensive,cool car must expensive
997,UgwVUz6oqPOTcVYQphB4AaABAg,"This thing is a visual disgrace to the EB110 heritage, it's absolutely hideous.",This thing is a visual disgrace to the EB110 heritage its absolutely hideous,This thing visual disgrace EB110 heritage absolutely hideous
998,UgysE-QjjUstN3wuJJh4AaABAg,Eb110 looked like shit and this one does as well. Very good hommage and evolution xD,Eb110 looked like shit and this one does as well Very good hommage and evolution xD,Eb110 looked like shit one well Very good hommage evolution xD
999,UgxKSQWLxhZy_koM7FN4AaABAg,"At this point I think Bugatti are literally making the exact same chassis, engine, drivetrain, and just changing the kit and the car colour. Looks exactly the same as every other Bugatti.",At this point I think Bugatti are literally making the exact same chassis engine drivetrain and just changing the kit and the car colour Looks exactly the same as every other Bugatti,At point I think Bugatti literally making exact chassis engine drivetrain changing kit car colour Looks exactly every Bugatti
1000,UgxKSQWLxhZy_koM7FN4AaABAg.9cW1-uCxKni9cW3HcK7mcY,"Congratulations you have been selected amongst our short listed  giveaway list, A direct massage to 🚀",Congratulations you have been selected amongst our short listed  giveaway list A direct massage to 🚀,Congratulations selected amongst short listed giveaway list A direct massage 🚀
1001,UgwpRlXlSA7m0zYRoBd4AaABAg,siiiick volkswagen bro,siiiick volkswagen bro,siiiick volkswagen bro
1002,Ugw4BMbT7ELnB9mLFQ94AaABAg,1:11 Guy at the back-right forgot to bring his jacket today,111 Guy at the backright forgot to bring his jacket today,111 Guy backright forgot bring jacket today
1003,UgyKdOtWavvYs8dtrFh4AaABAg,I dont know man i loved veyron,I dont know man i loved veyron,I dont know man loved veyron
1004,UgzOUO0NaYg6u1SoqvV4AaABAg,"That’s false, I ordered this car first… in FORZA",That’s false I ordered this car first… in FORZA,That’s false I ordered car first… FORZA
1005,UgzzXsLrvWmmQ21Rvv94AaABAg,FINALLY!!!,FINALLY,FINALLY
1006,UgzTTvUKAMeT2IcYP594AaABAg,"It probably already has a ce light, Das Auto",It probably already has a ce light Das Auto,It probably already ce light Das Auto
